player_id,player_name,team_id,team_name,age_hit,gamesPlayed_hit,groundOuts_hit,airOuts_hit,runs_hit,doubles_hit,triples_hit,homeRuns_hit,strikeOuts_hit,baseOnBalls_hit,intentionalWalks_hit,hits_hit,hitByPitch_hit,avg_hit,atBats_hit,obp_hit,slg_hit,ops_hit,caughtStealing_hit,stolenBases_hit,stolenBasePercentage_hit,caughtStealingPercentage_hit,groundIntoDoublePlay_hit,numberOfPitches_hit,plateAppearances,totalBases_hit,rbi,leftOnBase,sacBunts_hit,sacFlies_hit,babip,groundOutsToAirouts_hit,catchersInterference_hit,atBatsPerHomeRun,age_pitch,gamesPlayed_pitch,gamesStarted,groundOuts_pitch,airOuts_pitch,runs_pitch,doubles_pitch,triples_pitch,homeRuns_pitch,strikeOuts_pitch,baseOnBalls_pitch,intentionalWalks_pitch,hits_pitch,hitByPitch_pitch,avg_pitch,atBats_pitch,obp_pitch,slg_pitch,ops_pitch,caughtStealing_pitch,stolenBases_pitch,stolenBasePercentage_pitch,caughtStealingPercentage_pitch,groundIntoDoublePlay_pitch,numberOfPitches_pitch,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases_pitch,groundOutsToAirouts_pitch,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference_pitch,sacBunts_pitch,sacFlies_pitch
641343,Jake Bauers,158,Milwaukee Brewers,29.0,86.0,35.0,47.0,28.0,9.0,0.0,7.0,59.0,32.0,1.0,43.0,2.0,.235,183.0,.353,.399,.752,1.0,8.0,.889,.111,1.0,895.0,218.0,73.0,28.0,103.0,0.0,1.0,.305,0.74,0.0,26.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641355,Cody Bellinger,147,New York Yankees,29.0,152.0,122.0,225.0,89.0,25.0,5.0,29.0,90.0,57.0,1.0,160.0,2.0,.272,588.0,.334,.480,.814,2.0,13.0,.867,.133,8.0,2594.0,656.0,282.0,98.0,262.0,0.0,9.0,.274,0.54,0.0,20.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641487,J.P. Crawford,136,Seattle Mariners,30.0,157.0,155.0,149.0,69.0,24.0,0.0,12.0,122.0,74.0,1.0,151.0,3.0,.265,570.0,.352,.370,.722,1.0,8.0,.889,.111,11.0,2731.0,654.0,211.0,58.0,204.0,6.0,1.0,.318,1.04,0.0,47.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641555,J.C. Escarra,147,New York Yankees,30.0,40.0,28.0,27.0,5.0,5.0,0.0,2.0,14.0,11.0,0.0,17.0,1.0,.202,84.0,.296,.333,.629,0.0,1.0,1.000,.000,1.0,395.0,98.0,28.0,11.0,34.0,0.0,2.0,.214,1.04,0.0,42.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641584,Jake Fraley,144,Atlanta Braves,30.0,76.0,38.0,58.0,31.0,9.0,0.0,6.0,49.0,25.0,1.0,46.0,1.0,.241,191.0,.332,.382,.714,3.0,4.0,.571,.429,1.0,834.0,217.0,73.0,23.0,73.0,0.0,0.0,.294,0.66,0.0,31.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641598,Mitch Garver,136,Seattle Mariners,34.0,87.0,47.0,77.0,29.0,5.0,1.0,9.0,80.0,30.0,1.0,53.0,3.0,.209,254.0,.297,.343,.640,0.0,3.0,1.000,.000,6.0,1166.0,290.0,87.0,30.0,130.0,0.0,3.0,.262,0.61,0.0,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641645,Luis Guillorme,117,Houston Astros,30.0,12.0,8.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,.150,20.0,.190,.150,.340,0.0,0.0,.---,.---,2.0,81.0,21.0,3.0,0.0,12.0,0.0,0.0,.250,8.00,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641658,Garrett Hampson,138,St. Louis Cardinals,30.0,62.0,15.0,25.0,19.0,2.0,0.0,0.0,29.0,11.0,0.0,11.0,0.0,.143,77.0,.250,.169,.419,1.0,3.0,.750,.250,2.0,381.0,91.0,13.0,1.0,35.0,3.0,0.0,.229,0.60,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641680,Jonah Heim,140,Texas Rangers,30.0,124.0,106.0,122.0,38.0,14.0,0.0,11.0,88.0,32.0,0.0,84.0,1.0,.213,395.0,.271,.332,.603,0.0,3.0,1.000,.000,10.0,1704.0,433.0,131.0,43.0,152.0,1.0,4.0,.243,0.87,0.0,35.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641856,Billy McKinney,140,Texas Rangers,30.0,6.0,7.0,8.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,.200,20.0,.238,.250,.488,0.0,0.0,.---,.---,0.0,86.0,21.0,5.0,1.0,7.0,0.0,0.0,.211,0.88,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641857,Ryan McMahon,147,New York Yankees,30.0,154.0,106.0,108.0,62.0,23.0,1.0,20.0,189.0,70.0,1.0,109.0,4.0,.214,509.0,.312,.381,.693,1.0,3.0,.750,.250,7.0,2500.0,586.0,194.0,53.0,213.0,0.0,3.0,.294,0.98,0.0,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641933,Tyler O'Neill,110,Baltimore Orioles,30.0,54.0,35.0,62.0,22.0,6.0,1.0,9.0,51.0,22.0,1.0,36.0,3.0,.199,181.0,.292,.392,.684,0.0,4.0,1.000,.000,2.0,821.0,209.0,71.0,26.0,80.0,0.0,3.0,.218,0.56,0.0,20.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641943,Joshua Palacios,145,Chicago White Sox,29.0,51.0,35.0,32.0,11.0,4.0,0.0,3.0,36.0,12.0,0.0,26.0,4.0,.203,128.0,.292,.305,.597,0.0,0.0,.---,.---,0.0,558.0,145.0,39.0,9.0,63.0,1.0,0.0,.258,1.09,0.0,42.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642020,Chuckie Robinson,119,Los Angeles Dodgers,30.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,1.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,.000,2.00,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642086,Dominic Smith,137,San Francisco Giants,30.0,63.0,46.0,62.0,26.0,12.0,0.0,5.0,42.0,15.0,0.0,58.0,2.0,.284,204.0,.333,.417,.750,0.0,2.0,1.000,.000,5.0,848.0,225.0,85.0,33.0,82.0,0.0,4.0,.329,0.74,0.0,40.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642133,Rowdy Tellez,140,Texas Rangers,30.0,112.0,62.0,81.0,34.0,11.0,0.0,17.0,83.0,17.0,0.0,66.0,3.0,.228,289.0,.276,.443,.719,0.0,1.0,1.000,.000,9.0,1286.0,312.0,128.0,49.0,144.0,0.0,3.0,.255,0.77,0.0,17.00,30.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,.500,10.0,.545,.800,1.345,0.0,0.0,.---,.---,1.0,23.0,13.50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.50,11.0,6.0,1.0,0.0,0.0,14.0,.610,1.0,0.0,0.0,0.0,8.0,1.50,.---,11.50,1.0,-.--,0.00,0.00,22.50,13.50,4.50,0.0,0.0,0.0,0.0,0.0
642136,Matt Thaiss,139,Tampa Bay Rays,30.0,60.0,36.0,42.0,16.0,6.0,1.0,1.0,46.0,29.0,0.0,34.0,3.0,.218,156.0,.349,.288,.637,1.0,1.0,.500,.500,2.0,768.0,190.0,45.0,16.0,68.0,1.0,1.0,.300,0.86,0.0,156.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642180,Tyler Wade,135,San Diego Padres,30.0,60.0,35.0,23.0,13.0,1.0,2.0,0.0,31.0,15.0,0.0,22.0,1.0,.206,107.0,.309,.252,.561,2.0,1.0,.333,.667,0.0,496.0,127.0,27.0,9.0,51.0,4.0,0.0,.289,1.52,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642201,Eli White,144,Atlanta Braves,31.0,105.0,61.0,67.0,43.0,8.0,3.0,10.0,70.0,11.0,1.0,60.0,2.0,.234,256.0,.270,.406,.676,1.0,10.0,.909,.091,2.0,1001.0,271.0,104.0,35.0,124.0,1.0,1.0,.282,0.91,0.0,25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642215,Weston Wilson,143,Philadelphia Phillies,30.0,54.0,30.0,26.0,15.0,4.0,0.0,5.0,34.0,12.0,0.0,22.0,1.0,.198,111.0,.282,.369,.651,3.0,2.0,.400,.600,1.0,536.0,125.0,41.0,17.0,45.0,1.0,0.0,.236,1.15,0.0,22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642350,Jose Siri,121,New York Mets,29.0,16.0,3.0,10.0,7.0,2.0,0.0,0.0,17.0,4.0,0.0,2.0,0.0,.063,32.0,.167,.125,.292,0.0,2.0,1.000,.000,0.0,162.0,36.0,4.0,1.0,19.0,0.0,0.0,.133,0.30,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642585,Félix Bautista,110,Baltimore Orioles,30.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,0.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.---,-.--,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642708,Amed Rosario,120,Washington Nationals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,.625,8.0,.700,1.000,1.700,0.0,0.0,.---,.---,0.0,28.0,36.00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.00,10.0,3.0,1.0,0.0,0.0,11.0,.390,0.0,0.0,0.0,0.0,8.0,2.00,.---,28.00,1.0,0.00,0.00,18.00,45.00,36.00,9.00,0.0,0.0,0.0,0.0,0.0
642708,Amed Rosario,147,New York Yankees,29.0,63.0,53.0,48.0,20.0,11.0,0.0,6.0,31.0,7.0,0.0,50.0,2.0,.276,181.0,.309,.436,.745,0.0,1.0,1.000,.000,6.0,646.0,191.0,79.0,23.0,68.0,0.0,1.0,.303,1.10,0.0,30.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642715,Willy Adames,137,San Francisco Giants,29.0,160.0,105.0,183.0,94.0,22.0,2.0,30.0,179.0,80.0,2.0,133.0,5.0,.225,591.0,.318,.421,.739,4.0,12.0,.750,.250,9.0,2797.0,686.0,249.0,87.0,253.0,0.0,9.0,.263,0.57,1.0,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642727,Sergio Alcántara,137,San Francisco Giants,28.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,.000,4.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,18.0,4.0,0.0,0.0,4.0,0.0,0.0,.000,1.00,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642731,Thairo Estrada,115,Colorado Rockies,29.0,39.0,54.0,38.0,14.0,9.0,0.0,3.0,26.0,6.0,0.0,39.0,2.0,.253,154.0,.285,.370,.655,3.0,1.0,.250,.750,6.0,569.0,165.0,57.0,21.0,63.0,0.0,3.0,.281,1.42,0.0,51.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642851,Austin Wynns,133,Athletics,34.0,40.0,24.0,19.0,13.0,8.0,0.0,6.0,32.0,5.0,0.0,30.0,0.0,.291,103.0,.321,.544,.865,0.0,0.0,.---,.---,3.0,443.0,110.0,56.0,21.0,42.0,1.0,1.0,.364,1.26,0.0,17.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643217,Andrew Benintendi,145,Chicago White Sox,30.0,116.0,88.0,155.0,57.0,16.0,2.0,20.0,82.0,40.0,2.0,101.0,3.0,.240,420.0,.307,.431,.738,0.0,1.0,1.000,.000,5.0,1721.0,470.0,181.0,63.0,176.0,0.0,6.0,.250,0.57,1.0,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643289,Mauricio Dubón,117,Houston Astros,30.0,133.0,110.0,132.0,43.0,21.0,0.0,7.0,42.0,24.0,0.0,89.0,1.0,.241,369.0,.289,.355,.644,0.0,3.0,1.000,.000,12.0,1346.0,398.0,131.0,33.0,175.0,3.0,1.0,.255,0.83,0.0,52.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643376,Danny Jansen,158,Milwaukee Brewers,30.0,98.0,45.0,98.0,38.0,11.0,0.0,14.0,86.0,42.0,0.0,62.0,4.0,.215,288.0,.321,.399,.720,0.0,0.0,.---,.---,5.0,1353.0,337.0,115.0,36.0,151.0,1.0,2.0,.253,0.46,0.0,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643377,Griffin Jax,142,Minnesota Twins,30.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,0.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.---,-.--,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643396,Isiah Kiner-Falefa,141,Toronto Blue Jays,30.0,138.0,160.0,87.0,45.0,21.0,2.0,2.0,77.0,17.0,0.0,113.0,5.0,.262,431.0,.297,.334,.631,4.0,15.0,.789,.211,9.0,1631.0,459.0,144.0,40.0,184.0,5.0,1.0,.314,1.84,0.0,215.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643446,Jeff McNeil,121,New York Mets,33.0,122.0,109.0,144.0,42.0,21.0,5.0,12.0,55.0,49.0,4.0,97.0,8.0,.243,399.0,.335,.411,.746,0.0,3.0,1.000,.000,5.0,1718.0,462.0,164.0,54.0,169.0,2.0,4.0,.253,0.76,0.0,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643511,Tyler Rogers,137,San Francisco Giants,34.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,0.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.---,-.--,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643565,Mike Tauchman,145,Chicago White Sox,34.0,93.0,70.0,92.0,44.0,17.0,1.0,9.0,86.0,45.0,0.0,88.0,4.0,.263,335.0,.356,.400,.756,0.0,0.0,.---,.---,5.0,1594.0,385.0,134.0,40.0,112.0,0.0,1.0,.328,0.76,0.0,37.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644433,Chadwick Tromp,110,Baltimore Orioles,30.0,8.0,5.0,7.0,2.0,1.0,0.0,1.0,6.0,1.0,0.0,3.0,0.0,.143,21.0,.182,.333,.515,0.0,0.0,.---,.---,1.0,69.0,22.0,7.0,1.0,14.0,0.0,0.0,.143,0.71,0.0,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645277,Ozzie Albies,144,Atlanta Braves,28.0,157.0,146.0,223.0,74.0,23.0,2.0,16.0,94.0,55.0,2.0,145.0,4.0,.240,603.0,.306,.365,.671,3.0,14.0,.824,.176,9.0,2402.0,667.0,220.0,74.0,266.0,0.0,5.0,.259,0.65,0.0,37.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645302,Victor Robles,136,Seattle Mariners,28.0,32.0,29.0,27.0,12.0,4.0,1.0,1.0,26.0,3.0,0.0,26.0,3.0,.245,106.0,.281,.330,.611,2.0,6.0,.750,.250,3.0,375.0,114.0,35.0,9.0,44.0,0.0,2.0,.309,1.07,0.0,106.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645305,Ali Sánchez,111,Boston Red Sox,28.0,12.0,6.0,6.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,.217,23.0,.217,.304,.521,0.0,0.0,.---,.---,1.0,80.0,23.0,7.0,0.0,14.0,0.0,0.0,.294,1.00,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645305,Ali Sánchez,141,Toronto Blue Jays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,.600,5.0,.500,1.000,1.500,0.0,0.0,.---,.---,0.0,18.0,18.00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.00,6.0,3.0,1.0,0.0,0.0,13.0,.720,0.0,0.0,0.0,0.0,5.0,1.00,.---,18.00,1.0,-.--,9.00,0.00,27.00,18.00,0.00,0.0,0.0,0.0,0.0,1.0
645444,Jose Herrera,109,Arizona Diamondbacks,28.0,58.0,48.0,54.0,21.0,6.0,0.0,2.0,47.0,23.0,0.0,31.0,1.0,.187,166.0,.285,.259,.544,0.0,0.0,.---,.---,2.0,854.0,204.0,43.0,17.0,66.0,11.0,3.0,.242,0.89,0.0,83.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646240,Rafael Devers,137,San Francisco Giants,28.0,163.0,139.0,127.0,99.0,33.0,0.0,35.0,192.0,112.0,10.0,153.0,6.0,.252,607.0,.372,.479,.851,1.0,1.0,.500,.500,16.0,3060.0,729.0,291.0,109.0,244.0,0.0,4.0,.307,1.09,0.0,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647304,Josh Naylor,136,Seattle Mariners,28.0,147.0,158.0,147.0,81.0,29.0,1.0,20.0,83.0,48.0,4.0,160.0,4.0,.295,543.0,.353,.462,.815,2.0,30.0,.938,.063,17.0,2013.0,604.0,251.0,92.0,231.0,0.0,5.0,.315,1.07,4.0,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647315,Zach Pop,121,New York Mets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,5.0,0.0,15.0,3.0,12.0,4.0,0.0,4.0,3.0,2.0,0.0,15.0,1.0,.417,36.0,.462,.861,1.323,0.0,1.0,1.000,.000,0.0,127.0,14.85,6.2,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2.55,39.0,20.0,5.0,0.0,0.0,83.0,.650,1.0,0.0,0.0,0.0,31.0,5.00,.000,19.05,1.0,1.50,4.05,2.70,20.25,16.20,5.40,0.0,0.0,0.0,0.0,0.0
647315,Zach Pop,136,Seattle Mariners,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,0.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.---,-.--,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647351,Abraham Toro,111,Boston Red Sox,28.0,77.0,76.0,84.0,33.0,13.0,0.0,7.0,42.0,14.0,1.0,62.0,6.0,.239,259.0,.289,.371,.660,1.0,2.0,.667,.333,1.0,1105.0,284.0,96.0,27.0,98.0,0.0,5.0,.256,0.90,0.0,37.00,28.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,.667,6.0,.625,1.000,1.625,0.0,0.0,.---,.---,0.0,15.0,18.00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.00,8.0,3.0,1.0,0.0,0.0,10.0,.670,0.0,0.0,0.0,0.0,6.0,0.50,.---,15.00,1.0,0.00,0.00,9.00,36.00,18.00,0.00,0.0,0.0,0.0,0.0,1.0
649966,Luis Urías,133,Athletics,28.0,96.0,81.0,98.0,27.0,7.0,0.0,8.0,45.0,31.0,0.0,66.0,6.0,.230,287.0,.315,.338,.653,1.0,2.0,.667,.333,9.0,1302.0,330.0,97.0,25.0,114.0,0.0,3.0,.245,0.83,3.0,35.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650333,Luis Arraez,135,San Diego Padres,28.0,154.0,215.0,222.0,66.0,30.0,4.0,8.0,21.0,34.0,0.0,181.0,2.0,.292,620.0,.327,.392,.719,4.0,11.0,.733,.267,12.0,2467.0,675.0,243.0,61.0,253.0,12.0,7.0,.289,0.97,0.0,77.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650402,Gleyber Torres,116,Detroit Tigers,28.0,145.0,130.0,172.0,79.0,22.0,0.0,16.0,101.0,85.0,0.0,136.0,4.0,.256,532.0,.358,.387,.745,1.0,4.0,.800,.200,11.0,2652.0,628.0,206.0,74.0,179.0,0.0,7.0,.284,0.76,0.0,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650489,Willi Castro,112,Chicago Cubs,28.0,120.0,93.0,108.0,58.0,17.0,3.0,11.0,111.0,40.0,1.0,91.0,11.0,.226,402.0,.313,.366,.679,4.0,10.0,.714,.286,12.0,1735.0,454.0,147.0,33.0,166.0,1.0,0.0,.286,0.86,0.0,36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650490,Yandy Díaz,139,Tampa Bay Rays,33.0,150.0,193.0,128.0,79.0,29.0,1.0,25.0,92.0,57.0,4.0,175.0,6.0,.300,583.0,.366,.482,.848,1.0,3.0,.750,.250,12.0,2525.0,651.0,281.0,83.0,209.0,0.0,5.0,.318,1.51,0.0,23.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650556,Bryan Abreu,117,Houston Astros,28.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,0.0,.000,.000,.000,0.0,0.0,.---,.---,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.---,-.--,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650559,Bryan De La Cruz,144,Atlanta Braves,28.0,16.0,8.0,12.0,1.0,1.0,0.0,0.0,18.0,3.0,0.0,9.0,0.0,.191,47.0,.240,.213,.453,0.0,1.0,1.000,.000,1.0,179.0,50.0,10.0,0.0,20.0,0.0,0.0,.310,0.67,0.0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650859,Luis Rengifo,108,Los Angeles Angels,28.0,147.0,156.0,126.0,55.0,16.0,3.0,9.0,104.0,33.0,0.0,119.0,3.0,.238,501.0,.287,.335,.622,7.0,10.0,.588,.412,7.0,2008.0,541.0,168.0,43.0,189.0,1.0,3.0,.281,1.24,0.0,55.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650968,Yohel Pozo,138,St. Louis Cardinals,28.0,67.0,45.0,57.0,16.0,8.0,0.0,5.0,22.0,7.0,0.0,37.0,0.0,.231,160.0,.262,.375,.637,0.0,0.0,.---,.---,4.0,591.0,168.0,60.0,19.0,70.0,0.0,1.0,.239,0.79,0.0,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655316,Andruw Monasterio,158,Milwaukee Brewers,28.0,68.0,19.0,41.0,19.0,9.0,0.0,4.0,32.0,7.0,0.0,34.0,2.0,.270,126.0,.319,.437,.756,1.0,2.0,.667,.333,1.0,558.0,135.0,55.0,16.0,54.0,0.0,0.0,.333,0.46,0.0,31.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656180,Riley Adams,120,Washington Nationals,29.0,83.0,60.0,44.0,29.0,8.0,0.0,8.0,110.0,18.0,0.0,49.0,5.0,.186,263.0,.252,.308,.560,0.0,1.0,1.000,.000,6.0,1160.0,286.0,81.0,24.0,128.0,0.0,0.0,.283,1.36,0.0,32.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
