player_id,player_name,team_id,team_name,age_hit,gamesPlayed_hit,groundOuts_hit,airOuts_hit,runs_hit,doubles_hit,triples_hit,homeRuns_hit,strikeOuts_hit,baseOnBalls_hit,intentionalWalks_hit,hits_hit,hitByPitch_hit,avg_hit,atBats_hit,obp_hit,slg_hit,ops_hit,caughtStealing_hit,stolenBases_hit,stolenBasePercentage_hit,caughtStealingPercentage_hit,groundIntoDoublePlay_hit,numberOfPitches_hit,plateAppearances,totalBases_hit,rbi,leftOnBase,sacBunts_hit,sacFlies_hit,babip,groundOutsToAirouts_hit,catchersInterference_hit,atBatsPerHomeRun,age_pitch,gamesPlayed_pitch,gamesStarted,groundOuts_pitch,airOuts_pitch,runs_pitch,doubles_pitch,triples_pitch,homeRuns_pitch,strikeOuts_pitch,baseOnBalls_pitch,intentionalWalks_pitch,hits_pitch,hitByPitch_pitch,avg_pitch,atBats_pitch,obp_pitch,slg_pitch,ops_pitch,caughtStealing_pitch,stolenBases_pitch,stolenBasePercentage_pitch,caughtStealingPercentage_pitch,groundIntoDoublePlay_pitch,numberOfPitches_pitch,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases_pitch,groundOutsToAirouts_pitch,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference_pitch,sacBunts_pitch,sacFlies_pitch
502671,Paul Goldschmidt,147,New York Yankees,37.0,146.0,113.0,144.0,76.0,31.0,1.0,10.0,100.0,36.0,5.0,134.0,4.0,.274,489.0,.328,.403,.731,1.0,5.0,.833,.167,8.0,2092.0,534.0,197.0,45.0,193.0,0.0,2.0,.325,0.78,3.0,48.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506702,Sandy León,144,Atlanta Braves,36.0,5.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,.083,12.0,.083,.333,.416,0.0,0.0,.---,.---,0.0,41.0,12.0,4.0,3.0,9.0,0.0,0.0,.000,0.75,0.0,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,117,Houston Astros,35.0,155.0,149.0,181.0,80.0,24.0,1.0,26.0,109.0,55.0,5.0,156.0,4.0,.265,588.0,.329,.442,.771,6.0,10.0,.625,.375,20.0,2314.0,654.0,260.0,77.0,271.0,1.0,6.0,.283,0.82,0.0,22.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516782,Starling Marte,121,New York Mets,36.0,98.0,83.0,68.0,37.0,14.0,0.0,9.0,68.0,22.0,0.0,79.0,9.0,.270,293.0,.335,.410,.745,2.0,7.0,.778,.222,7.0,1255.0,329.0,120.0,34.0,124.0,1.0,4.0,.318,1.22,0.0,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518595,Travis d'Arnaud,108,Los Angeles Angels,36.0,69.0,45.0,53.0,16.0,13.0,0.0,6.0,74.0,13.0,0.0,42.0,4.0,.197,213.0,.255,.343,.598,0.0,0.0,.---,.---,5.0,873.0,231.0,73.0,21.0,92.0,0.0,1.0,.269,0.85,0.0,35.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518692,Freddie Freeman,119,Los Angeles Dodgers,35.0,147.0,128.0,141.0,81.0,39.0,2.0,24.0,128.0,60.0,7.0,164.0,6.0,.295,556.0,.367,.502,.869,2.0,6.0,.750,.250,13.0,2382.0,627.0,279.0,90.0,220.0,0.0,5.0,.342,0.91,0.0,23.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518792,Jason Heyward,135,San Diego Padres,35.0,34.0,25.0,28.0,9.0,2.0,0.0,2.0,20.0,6.0,0.0,15.0,0.0,.176,85.0,.223,.271,.494,1.0,0.0,.000,1.000,1.0,347.0,95.0,23.0,12.0,47.0,0.0,3.0,.197,0.89,1.0,42.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518934,DJ LeMahieu,147,New York Yankees,36.0,45.0,39.0,20.0,13.0,3.0,0.0,2.0,35.0,14.0,0.0,34.0,0.0,.266,128.0,.338,.336,.674,0.0,0.0,.---,.---,4.0,539.0,142.0,43.0,12.0,58.0,0.0,0.0,.352,1.95,0.0,64.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519317,Giancarlo Stanton,147,New York Yankees,35.0,77.0,34.0,52.0,36.0,8.0,0.0,24.0,96.0,29.0,3.0,68.0,1.0,.273,249.0,.350,.594,.944,0.0,0.0,.---,.---,5.0,1214.0,281.0,148.0,66.0,121.0,0.0,1.0,.338,0.65,1.0,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521692,Salvador Perez,118,Kansas City Royals,35.0,155.0,145.0,187.0,54.0,35.0,0.0,30.0,125.0,28.0,5.0,141.0,12.0,.236,597.0,.284,.446,.730,0.0,0.0,.---,.---,14.0,2267.0,641.0,266.0,100.0,253.0,0.0,1.0,.251,0.78,3.0,19.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527038,Wilmer Flores,137,San Francisco Giants,33.0,125.0,87.0,146.0,44.0,10.0,0.0,16.0,88.0,34.0,0.0,101.0,7.0,.241,419.0,.307,.379,.686,0.0,1.0,1.000,.000,14.0,1918.0,463.0,159.0,71.0,185.0,0.0,3.0,.267,0.60,0.0,26.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542303,Marcell Ozuna,144,Atlanta Braves,34.0,145.0,115.0,122.0,61.0,19.0,0.0,21.0,144.0,94.0,2.0,113.0,3.0,.232,487.0,.355,.400,.755,0.0,0.0,.---,.---,11.0,2635.0,592.0,195.0,68.0,236.0,0.0,7.0,.280,0.94,1.0,23.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
